Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Stuttgart,60.0,Württemberg,5 Mio,Hochinflation 1923,II,1923_4929.a_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103963/stuttgart-waldorf-astoria-cigarettenfabrik-5-mio-sept.-23-ohne-kn-ungueltig?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 5 Mio, Sept. 23, ohne KN, ""UNGÜLTIG"",",NoDate
Stuttgart,25.0,Württemberg,10 Mrd,Hochinflation 1923,II+,1923_4929.b_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103964/stuttgart-waldorf-astoria-cigarettenfabrik-10-mrd-od-uedr.-auf-10-mio?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 10 Mrd, oD, Üdr. auf 10 Mio",NoDate
Stuttgart,25.0,Württemberg,20 Mrd,Hochinflation 1923,II+,1923_4929.b_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103965/stuttgart-waldorf-astoria-cigarettenfabrik-20-mrd-od-uedr.-auf-20-mio?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 20 Mrd, oD, Üdr. auf 20 Mio",NoDate
Stuttgart,45.0,Württemberg,50 Mrd,Hochinflation 1923,II-,1923_4929.b_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82314/stuttgart-waldorf-astoria-cigarettenfabrik-50-mrd-od-uedr-a.-5-mio-violett?c=367,"Stuttgart, Waldorf-Astoria-Cigarettenfabrik, 50 Mrd, oD, Üdr a. 5 Mio violett",NoDate
Stuttgart,30.0,Württemberg,5 Mrd,Hochinflation 1923,II+,1923_4929.b_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103966/stuttgart-waldorf-astoria-cigarettenfabrik-5-mrd-od-uedr.-auf-5-mio?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 5 Mrd, oD, Üdr. auf 5 Mio",NoDate
Stuttgart,65.0,Württemberg,100 Mrd,Hochinflation 1923,II,1923_4929.c_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82315/stuttgart-waldorf-astoria-cigarettenfabrik-100-mrd-od-uebdr.-auf-5-mio-bau-dunkel?c=367,"Stuttgart, Waldorf-Astoria-Cigarettenfabrik, 100 Mrd, oD; Übdr. auf 5 Mio bau, dunkel",NoDate
Stuttgart,80.0,Württemberg,50 Mrd,Hochinflation 1923,II,1923_4929.c_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82316/stuttgart-waldorf-astoria-cigarettenfabrik-50-mrd-od-uebdr.-auf-5-mio-schwarz-kn-braun?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 50 Mrd, oD; Übdr. auf 5 Mio schwarz, KN braun",NoDate
Schorndorf,45.0,Württemberg,100 T,Hochinflation 1923,I-,1923_5041.a_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61434/schorndorf-stadt-100-t-1.9.23-reihe-a?c=367,"Schorndorf, Stadt, 100 T, 1.9.23, Reihe A",NoDate
Schorndorf,35.0,Württemberg,1 Mio,Hochinflation 1923,I,1923_5041.a_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103969/schorndorf-stadt-1-mio-1.9.23-1-hu?c=367,"Schorndorf, Stadt, 1 Mio, 1.9.23, 1 HU",NoDate
Schorndorf,35.0,Württemberg,3 Mio,Hochinflation 1923,I-,1923_5041.a_3Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103970/schorndorf-stadt-3-mio-1.9.23-1-hu?c=367,"Schorndorf, Stadt, 3 Mio, 1.9.23, 1 HU",NoDate
Schorndorf,65.0,Württemberg,3 Mio,Hochinflation 1923,II,1923_5041.a_3Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103971/schorndorf-stadt-3-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 3 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,35.0,Württemberg,500 T,Hochinflation 1923,I,1923_5041.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103972/schorndorf-stadt-500-t-1.9.23-1-hu?c=367,"Schorndorf, Stadt, 500 T, 1.9.23, 1 HU",NoDate
Schorndorf,35.0,Württemberg,5 Mio,Hochinflation 1923,I-,1923_5041.a_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61435/schorndorf-stadt-5-mio-1.9.23-1-hu?c=367,"Schorndorf, Stadt, 5 Mio, 1.9.23, 1 HU",NoDate
Schorndorf,65.0,Württemberg,1 Mio,Hochinflation 1923,II,1923_5041.a2_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103973/schorndorf-stadt-1-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 1 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,50.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5041.a2_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103974/schorndorf-stadt-1-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 1 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,50.0,Württemberg,3 Mio,Hochinflation 1923,III,1923_5041.a2_3Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103975/schorndorf-stadt-3-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 3 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,65.0,Württemberg,5 Mio,Hochinflation 1923,II-,1923_5041.a2_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103976/schorndorf-stadt-5-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 5 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,55.0,Württemberg,5 Mio,Hochinflation 1923,III,1923_5041.a2_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103977/schorndorf-stadt-5-mio-1.9.23-2-hu?c=367,"Schorndorf, Stadt, 5 Mio, 1.9.23, 2 HU",NoDate
Schorndorf,60.0,Württemberg,100 Mio,Hochinflation 1923,I,1923_5041.b_100Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103978/schorndorf-stadt-100-mio-22.10.23-uedr.-auf-100-t-1-hu?c=367,"Schorndorf, Stadt, 100 Mio, 22.10.23, Üdr. auf 100 T, 1 HU",22.10.23
Schorndorf,60.0,Württemberg,1 Mrd,Hochinflation 1923,I-,1923_5041.b_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61436/schorndorf-stadt-1-mrd-od-uebdr.-auf-1-mio?c=367,"Schorndorf, Stadt, 1 Mrd, oD, Übdr. auf 1 Mio",NoDate
Schorndorf,60.0,Württemberg,300 Mio,Hochinflation 1923,I-,1923_5041.b_300Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103979/schorndorf-stadt-300-mio-22.10.23-uedr.-auf-500-t-1-hu?c=367,"Schorndorf, Stadt, 300 Mio, 22.10.23, Üdr. auf 500 T, 1 HU",22.10.23
Schorndorf,60.0,Württemberg,3 Mrd,Hochinflation 1923,I-,1923_5041.b_3Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103980/schorndorf-stadt-3-mrd-22.10.23-uedr.-auf-500-t-ohne-us?c=367,"Schorndorf, Stadt, 3 Mrd, 22.10.23, Üdr. auf 500 T, ohne Us",22.10.23
Schorndorf,80.0,Württemberg,10 Mrd,Hochinflation 1923,I,1923_5041.c_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61437/schorndorf-stadt-10-mrd-25.10.23-c?c=367,"Schorndorf, Stadt, 10 Mrd, 25.10.23, C",25.10.23
Schorndorf,75.0,Württemberg,1 Mrd,Hochinflation 1923,I-,1923_5041.c_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103981/schorndorf-stadt-1-mrd-25.10.23?c=367,"Schorndorf, Stadt, 1 Mrd, 25.10.23",25.10.23
Schorndorf,75.0,Württemberg,5 Mrd,Hochinflation 1923,I,1923_5041.c_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103982/schorndorf-stadt-5-mrd-25.10.23?c=367,"Schorndorf, Stadt, 5 Mrd, 25.10.23",25.10.23
Schorndorf,75.0,Württemberg,20 Mrd,Hochinflation 1923,I,1923_5041.d_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103983/schorndorf-stadt-20-mrd-6.11.23?c=367,"Schorndorf, Stadt, 20 Mrd, 6.11.23",NoDate
Schorndorf,80.0,Württemberg,50 Mrd,Hochinflation 1923,I,1923_5041.d_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61438/schorndorf-stadt-50-mrd-6.11.23-e?c=367,"Schorndorf, Stadt, 50 Mrd, 6.11.23, E",NoDate
Schorndorf,80.0,Württemberg,100 Mrd,Hochinflation 1923,I-,1923_5041.e_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103984/schorndorf-stadt-100-mrd-9.11.23?c=367,"Schorndorf, Stadt, 100 Mrd, 9.11.23",NoDate
Schorndorf,80.0,Württemberg,500 Mrd,Hochinflation 1923,I-,1923_5041.e_500Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103985/schorndorf-stadt-500-mrd-9.11.23?c=367,"Schorndorf, Stadt, 500 Mrd, 9.11.23",NoDate
Schorndorf,65.0,Württemberg,5 Mrd,Hochinflation 1923,I-,1923_5042.c_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97113/schorndorf-5-mrd-25.10.23?c=367,"Schorndorf, 5 Mrd, 25.10.23",25.10.23
Schorndorf,120.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_5043.A_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103986/schorndorf-atlantik-werke-10-mrd-od-uedr.-auf-100-mio?c=367,"Schorndorf, Atlantik-Werke, 10 Mrd, oD, Üdr. auf 100 Mio",NoDate
Schorndorf,45.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5043.d_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97114/schorndorf-1-mio-15.8.23?c=367,"Schorndorf, 1 Mio, 15.8.23",NoDate
Schorndorf,15.0,Württemberg,5 Mio,Hochinflation 1923,II-,1923_5043.f_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97115/schorndorf-5-mio-24.8.23?c=367,"Schorndorf, 5 Mio, 24.8.23",NoDate
Schorndorf,15.0,Württemberg,5 Mio,Hochinflation 1923,II,1923_5043.g_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97116/schorndorf-5-mio-14.9.23?c=367,"Schorndorf, 5 Mio, 14.9.23",NoDate
Schorndorf,22.0,Württemberg,100 Mio,Hochinflation 1923,III,1923_5043.i_100Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97117/schorndorf-100-mio-25.9.23?c=367,"Schorndorf, 100 Mio, 25.9.23",NoDate
Schorndorf,40.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_5043.p_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61440/schorndorf-schwaebische-stockfabrik-10-mrd-od-uedr.-auf-100-mio-vom-25.9.23?c=367,"Schorndorf, Schwäbische Stockfabrik, 10 Mrd, oD, Üdr. auf 100 Mio vom 25.9.23",NoDate
Schramberg,95.0,Württemberg,1 Mio,Hochinflation 1923,II,1923_5047.aA_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103988/schramberg-gustav-meier-1-mio-15.9.23?c=367,"Schramberg, Gustav Meier, 1 Mio, 15.9.23",NoDate
Schramberg,60.0,Württemberg,300 T,Hochinflation 1923,II,1923_5047.aA_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103989/schramberg-gustav-meier-300-t-12.10.23?c=367,"Schramberg, Gustav Meier, 300 T, 12.10.23",12.10.23
Schramberg,60.0,Württemberg,50 T,Hochinflation 1923,III,1923_5047.B_50T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/86051/schramberg-jos.reichenbach-50-t-22.8.23?c=367,"Schramberg, Jos.Reichenbach, 50 T, 22.8.23",NoDate
Schramberg,65.0,Württemberg,100 T,Hochinflation 1923,III,1923_5048.i_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/86052/schramberg-emaillierwerk-ch.-schweizer-100-t-24.8.23-papier-wasserliniert?c=367,"Schramberg, Emaillierwerk Ch. Schweizer, 100 T, 24.8.23; Papier wasserliniert",NoDate
Schramberg,180.0,Württemberg,100 Mio,Hochinflation 1923,III,1923_5049_100Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103990/schramberg-graefl.-von-bissingen-sches-werke-100-mio-15.10.23?c=367,"Schramberg, Gräfl. von Bissingen'sches Werke, 100 Mio, 15.10.23",15.10.23
Schramberg,180.0,Württemberg,100 T,Hochinflation 1923,III,1923_5049_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103991/schramberg-graefl.-von-bissingen-sches-werke-100-t-17.10.23?c=367,"Schramberg, Gräfl. von Bissingen'sches Werke, 100 T, 17.10.23",17.10.23
Schramberg,180.0,Württemberg,500 T,Hochinflation 1923,III,1923_5049_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103993/schramberg-graefl.-von-bissingen-sches-werke-500-t-1.9.23?c=367,"Schramberg, Gräfl. von Bissingen'sches Werke, 500 T, 1.9.23",NoDate
Schramberg,90.0,Württemberg,500 T,Hochinflation 1923,III,1923_5050.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/86053/schramberg-hamburg-amerikanische-uhrenfabrik-500-t-3.8.23?c=367,"Schramberg, Hamburg-Amerikanische Uhrenfabrik, 500 T, 3.8.23",NoDate
Schramberg,30.0,Württemberg,100 T,Hochinflation 1923,III+,1923_5051.aa_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/86054/schramberg-junghans-100-t-21.8.23-udr-wz-46-mm?c=367,"Schramberg, Junghans, 100 T, 21.8.23, Udr Wz 46 mm",NoDate
Schramberg,35.0,Württemberg,50 Mio,Hochinflation 1923,III,1923_5051.ff_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97120/schramberg-50-mio-2.10.23?c=367,"Schramberg, 50 Mio, 2.10.23",NoDate
Schramberg,35.0,Württemberg,100 Mio,Hochinflation 1923,III,1923_5051.gg_100Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97121/schramberg-100-mio-12.10.23?c=367,"Schramberg, 100 Mio, 12.10.23",12.10.23
Schramberg,35.0,Württemberg,50 Mio,Hochinflation 1923,III,1923_5051.I_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97122/schramberg-50-mio-26.9.23?c=367,"Schramberg, 50 Mio, 26.9.23",NoDate
Schramberg,60.0,Württemberg,2 Mrd,Hochinflation 1923,III,1923_5051.ii_2Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/86055/schramberg-2-mrd-25.10.23?c=367,"Schramberg, Junghans, 2 Mrd, 25.10.23",25.10.23
Schramberg,60.0,Württemberg,20 Mrd,Hochinflation 1923,III,1923_5051.kk_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97123/schramberg-20-mrd-2.11.23?c=367,"Schramberg, 20 Mrd, 2.11.23",NoDate
Schramberg,35.0,Württemberg,50 Mio,Hochinflation 1923,III,1923_5051.m_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97124/schramberg-50-mio-2.10.23?c=367,"Schramberg, 50 Mio, 2.10.23",NoDate
Schramberg,35.0,Württemberg,500 Mio,Hochinflation 1923,III,1923_5051.n_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97125/schramberg-500-mio-12.10.23?c=367,"Schramberg, 500 Mio, 12.10.23",12.10.23
Schramberg,60.0,Württemberg,2 Mrd,Hochinflation 1923,III,1923_5051.p_2Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103995/schramberg-junghans-2-mrd-25.10.23?c=367,"Schramberg, Junghans, 2 Mrd, 25.10.23",25.10.23
Schramberg,30.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5051.w_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97126/schramberg-1-mio-14.8.23?c=367,"Schramberg, 1 Mio, 14.8.23",NoDate
Schramberg,180.0,Württemberg,3 Mrd,Hochinflation 1923,II,1923_5054.f_3Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103997/schramberg-majolika-fabrik-3-mrd-od-uedr.-auf-20-mio-v.-26.10.23?c=367,"Schramberg, Majolika-Fabrik, 3 Mrd, oD, Üdr. auf 20 Mio v. 26.10.23",26.10.23
Schussenried,60.0,Württemberg,20 T,Hochinflation 1923,IV,1923_5060.a1_20T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103998/schussenried-torfverwaltung-20-t-10.8.23-2-fus?c=367,"Schussenried, Torfverwaltung, 20 T, 10.8.23, 2 FUS",NoDate
Schussenried,60.0,Württemberg,20 T,Hochinflation 1923,IV,1923_5060.a2_20T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103999/schussenried-torfverwaltung-20-t-10.8.23-2-hu?c=367,"Schussenried, Torfverwaltung, 20 T, 10.8.23, 2 HU",NoDate
Schussenried,95.0,Württemberg,20 T,Hochinflation 1923,III-,1923_5060.b_20T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104000/schussenried-torfverwaltung-20-t-21.8.23?c=367,"Schussenried, Torfverwaltung, 20 T, 21.8.23",NoDate
Schussenried,120.0,Württemberg,50 T,Hochinflation 1923,III,1923_5060.b_50T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104001/schussenried-torfverwaltung-50-t-21.8.23?c=367,"Schussenried, Torfverwaltung, 50 T, 21.8.23",NoDate
Schussenried,120.0,Württemberg,100 T,Hochinflation 1923,II,1923_5060.d_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104002/schussenried-torfverwaltung-100-t-13.9.23?c=367,"Schussenried, Torfverwaltung, 100 T, 13.9.23",NoDate
Schussenried,120.0,Württemberg,200 T,Hochinflation 1923,II+,1923_5060.d_200T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104003/schussenried-torfverwaltung-200-t-13.9.23?c=367,"Schussenried, Torfverwaltung, 200 T, 13.9.23",NoDate
Schussenried,120.0,Württemberg,20 T,Hochinflation 1923,II-,1923_5060.d_20T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104004/schussenried-torfverwaltung-20-t-13.9.23?c=367,"Schussenried, Torfverwaltung, 20 T, 13.9.23",NoDate
Schussenried,130.0,Württemberg,50 T,Hochinflation 1923,I-,1923_5060.d_50T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104005/schussenried-torfverwaltung-50-t-13.9.23?c=367,"Schussenried, Torfverwaltung, 50 T, 13.9.23",NoDate
Schussenried,25.0,Württemberg,1 Mrd,Hochinflation 1923,I,1923_5060.h_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/101051/schussenried-torfverwaltung-1-mrd-od-uebdr.-auf-10-mio?c=367,"Schussenried, Torfverwaltung, 1 Mrd, oD; Übdr. Auf 10 Mio",NoDate
Schussenried,45.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_5060.I_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104006/schussenried-torfverwaltung-10-mrd-30.10.23?c=367,"Schussenried, Torfverwaltung, 10 Mrd, 30.10.23",30.10.23
Schussenried,25.0,Württemberg,1 Mrd,Hochinflation 1923,II,1923_5060.I_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104007/schussenried-torfverwaltung-1-mrd-30.10.23?c=367,"Schussenried, Torfverwaltung, 1 Mrd, 30.10.23",30.10.23
Schussenried,20.0,Württemberg,1 Mrd,Hochinflation 1923,III,1923_5060.k_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/101052/schussenried-torfverwaltung-1-mrd-22.10.23?c=367,"Schussenried, Torfverwaltung, 1 Mrd, 22.10.23",22.10.23
Schussenried,45.0,Württemberg,100 Mrd,Hochinflation 1923,II+,1923_5060.n_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104008/schussenried-torfverwaltung-100-mrd-8.11.23?c=367,"Schussenried, Torfverwaltung, 100 Mrd, 8.11.23",NoDate
Schussenried,35.0,Württemberg,200 Mrd,Hochinflation 1923,II,1923_5060.n_200Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104009/schussenried-torfverwaltung-200-mrd-8.11.23?c=367,"Schussenried, Torfverwaltung, 200 Mrd, 8.11.23",NoDate
Schussenried,30.0,Württemberg,200 Mrd,Hochinflation 1923,III+,1923_5060.o_200Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104010/schussenried-torfverwaltung-200-mrd-16.11.23?c=367,"Schussenried, Torfverwaltung, 200 Mrd, 16.11.23",16.11.23
Schussenried,45.0,Württemberg,1 Bio,Hochinflation 1923,III-,1923_5060.o1_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61444/schussenried-torfverwaltung-1-bio-16.11.23-udr.-hellgruen?c=367,"Schussenried, Torfverwaltung, 1 Bio, 16.11.23, Udr. hellgrün",16.11.23
Schussenried,50.0,Württemberg,1 Bio,Hochinflation 1923,II,1923_5060.o1_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98975/schussenried-torfverwaltung-1-bio-16.11.23-udr.-hellgruen?c=367,"Schussenried, Torfverwaltung, 1 Bio, 16.11.23, Udr. hellgrün",16.11.23
Schussenried,60.0,Württemberg,1 Bio,Hochinflation 1923,I-,1923_5060.o2_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98976/schussenried-torfverwaltung-1-bio-16.11.23-udr.-hellgraugruen?c=367,"Schussenried, Torfverwaltung, 1 Bio, 16.11.23, Udr. hellgraugrün",16.11.23
Schussenried,50.0,Württemberg,1 Bio,Hochinflation 1923,II,1923_5060.o2_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98977/schussenried-torfverwaltung-1-bio-16.11.23-udr.-hellgraugruen?c=367,"Schussenried, Torfverwaltung, 1 Bio, 16.11.23, Udr. hellgraugrün",16.11.23
Schwäbisch Gmünd,45.0,Württemberg,100 T,Hochinflation 1923,I,1923_5066.a_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104011/schwaebisch-gmuend-oberamtsstadt-100-t-1.9.23?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 100 T, 1.9.23",NoDate
Schwäbisch Gmünd,25.0,Württemberg,500 T,Hochinflation 1923,IV,1923_5066.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61450/schwaebisch-gmuend-oberamtsstadt-500-t-1.9.23-dfa.-33-mm-zierstueck-beachten?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 500 T, 1.9.23, Dfa. 33 mm, Zierstück beachten",NoDate
Schwäbisch Gmünd,35.0,Württemberg,500 T,Hochinflation 1923,I,1923_5066.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104012/schwaebisch-gmuend-oberamtsstadt-500-t-1.9.23-dfa.-33-mm-ungueltig-gelocht?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 500 T, 1.9.23, Dfa. 33 mm, ""ungültig"" gelocht",NoDate
Schwäbisch Gmünd,35.0,Württemberg,500 T,Hochinflation 1923,II,1923_5066.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104013/schwaebisch-gmuend-oberamtsstadt-500-t-1.9.23-dfa.-33-mm-zierstueck-beachten?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 500 T, 1.9.23, Dfa. 33 mm, Zierstück beachten",NoDate
Schwäbisch Gmünd,150.0,Württemberg,10 Mio,Hochinflation 1923,III,1923_5066.c_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100460/schwaebisch-gmuend-oberamtsstadt-10-mio-1.9.23?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 10 Mio, 1.9.23",NoDate
Schwäbisch Gmünd,150.0,Württemberg,20 Mio,Hochinflation 1923,III,1923_5066.c_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100461/schwaebisch-gmuend-oberamtsstadt-20-mio-1.9.23?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 20 Mio, 1.9.23",NoDate
Schwäbisch Gmünd,35.0,Württemberg,10 Mrd,Hochinflation 1923,I,1923_5066.d_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/81473/schwaebisch-gmuend-oberamtsstadt-10-mrd-25.10.23-ohne-kn?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 10 Mrd, 25.10.23, ohne KN",25.10.23
Schwäbisch Gmünd,35.0,Württemberg,50 Mrd,Hochinflation 1923,I-,1923_5066.d_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/81474/schwaebisch-gmuend-oberamtsstadt-50-mrd-25.10.23-ohne-kn?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 50 Mrd, 25.10.23, ohne KN",25.10.23
Schwäbisch Gmünd,45.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_5066.d_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/101053/schwaebisch-gmuend-oberamtsstadt-5-mrd-25.10.23?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 5 Mrd, 25.10.23",25.10.23
