Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Biberach/Riss,12.0,Württemberg,10 Pf,Verkehrsausgaben,III,VA_0217.a_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61212/biberach/riss-stadt-10-pf-1.1.18-schwanz-des-wappentiers-nach-oben-kn-3-5-mm?c=367,"Biberach/Riss, Stadt, 10 Pf, 1.1.18, Schwanz des Wappentiers nach oben, KN 3,5 mm",NoDate
Biberach/Riss,20.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0217.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61213/biberach/riss-stadt-50-pf-1.1.18-schwanz-des-wappentiers-nach-oben-kn-3-5-mm?c=367,"Biberach/Riss, Stadt, 50 Pf, 1.1.18, Schwanz des Wappentiers nach oben, KN 3,5 mm",NoDate
Biberach/Riss,9.0,Württemberg,10 Pf,Verkehrsausgaben,I,VA_0217.b_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61214/biberach/riss-stadt-10-pf-1.1.18-schwanz-des-wappentiers-nach-unten-kn-4-7-mm?c=367,"Biberach/Riss, Stadt, 10 Pf, 1.1.18, Schwanz des Wappentiers nach unten, KN 4,7 mm",NoDate
Cannstatt,8.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0364.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61231/cannstatt-amtskoerperschaft-50-pf-1.4.20-wz-z-muster-kn-5-mm?c=367,"Cannstatt, Amtskörperschaft, 50 Pf, 1.4.20, Wz Z-Muster, KN 5 mm",NoDate
Cannstatt,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0364.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61232/cannstatt-amtskoerperschaft-50-pf-1.4.20-wz-stern-sechseckmuster-kn-3-mm?c=367,"Cannstatt, Amtskörperschaft, 50 Pf, 1.4.20, Wz Stern-Sechseckmuster, KN 3 mm",NoDate
Cannstatt,15.0,Württemberg,1 Pf,Verkehrsausgaben,I,VA_0366.c_1Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61233/cannstatt-otto-martin-1-pf-od-karton-mit-gutschein?c=367,"Cannstatt, Otto Martin, 1 Pf, oD, Karton, mit ""Gutschein""",NoDate
Cannstatt,15.0,Württemberg,2 Pf,Verkehrsausgaben,I,VA_0366.c_2Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61234/cannstatt-otto-martin-2-pf-od-karton-mit-gutschein?c=367,"Cannstatt, Otto Martin, 2 Pf, oD, Karton, mit ""Gutschein""",NoDate
Cannstatt,15.0,Württemberg,3 Pf,Verkehrsausgaben,I,VA_0366.c_3Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61235/cannstatt-otto-martin-3-pf-od-karton-mit-gutschein?c=367,"Cannstatt, Otto Martin, 3 Pf, oD, Karton, mit ""Gutschein""",NoDate
Cannstatt,15.0,Württemberg,4 Pf,Verkehrsausgaben,I,VA_0366.c_4Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61236/cannstatt-otto-martin-4-pf-od-karton-mit-gutschein?c=367,"Cannstatt, Otto Martin, 4 Pf, oD, Karton, mit ""Gutschein""",NoDate
Cannstadt,12.0,Württemberg,2 Pf,Verkehrsausgaben,I,VA_0367_2Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61238/cannstadt-m.-obrecht-wwe.-2-pf-od-karton-gezaehnt?c=367,"Cannstadt, M. Obrecht Wwe., 2 Pf, oD, Karton gezähnt",NoDate
Cannstadt,12.0,Württemberg,1 Pf,Verkehrsausgaben,I,VA_0368.b_1Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61239/cannstadt-paul-schauffler-1-pf-od-karton-st.?c=367,"Cannstadt, Paul Schauffler, 1 Pf, oD, Karton, St.",NoDate
Cannstadt,12.0,Württemberg,2 Pf,Verkehrsausgaben,I,VA_0368.b_2Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61240/cannstadt-paul-schauffler-2-pf-od-karton-st.?c=367,"Cannstadt, Paul Schauffler, 2 Pf, oD, Karton, St.",NoDate
Ehingen,4.0,Württemberg,25 Pf,Verkehrsausgaben,I,VA_0530_25Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61244/ehingen-stadt-25-pf-1918?c=367,"Ehingen, Stadt, 25 Pf, 1918",NoDate
Eßlingen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0584.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61259/esslingen-stadt-50-pf-1917-1.1.1919-wz-stern-sechseckmuster?c=367,"Eßlingen, Stadt, 50 Pf, 1917 - 1.1.1919 Wz Stern-Sechseckmuster",NoDate
Eßlingen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0584.bII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61261/esslingen-stadt-50-pf-1917-1.1.1921-wz-z-muster-kn?c=367,"Eßlingen, Stadt, 50 Pf, 1917 - 1.1.1921, Wz Z-Muster, № KN",NoDate
Friedrichshafen,6.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0652.aI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61297/friedrichshafen-stadt-50-pf-od-udr.-hellgruen-kn-5stellig-dfa.-30-mm?c=367,"Friedrichshafen, Stadt, 50 Pf, oD, Udr. hellgrün, № KN 5stellig, Dfa. 30 mm",NoDate
Friedrichshafen,12.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0652.aIM_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61298/friedrichshafen-stadt-50-pf-od-udr.-hellgruen-muster-o.-kn-dfa.-29-5-mm?c=367,"Friedrichshafen, Stadt, 50 Pf, oD, Udr. hellgrün, Muster o. KN, Dfa. 29,5 mm",NoDate
Friedrichshafen,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0652.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61299/friedrichshafen-stadt-50-pf-od-neudruck-udr.-dunkelgruen-ohne-kn?c=367,"Friedrichshafen, Stadt, 50 Pf, oD, Neudruck, Udr. dunkelgrün, ohne KN",NoDate
Geislingen,2.0,Württemberg,25 Pf,Verkehrsausgaben,I,VA_0695.I_25Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61302/geislingen-stadt-25-pf-okt.-18-kn-1-50.000-glanzdruck?c=367,"Geislingen, Stadt, 25 Pf, Okt. 18, KN 1 - 50.000 Glanzdruck",NoDate
Geislingen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0695.I_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61303/geislingen-stadt-50-pf-okt.-18-kn-1-50.000-glanzdruck?c=367,"Geislingen, Stadt, 50 Pf, Okt. 18, KN 1 - 50.000 Glanzdruck",NoDate
Geislingen,2.0,Württemberg,25 Pf,Verkehrsausgaben,I,VA_0695.II_25Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61304/geislingen-stadt-25-pf-okt.-18-kn-50.001-60.000-matt?c=367,"Geislingen, Stadt, 25 Pf, Okt. 18, KN 50.001-60.000 matt",NoDate
Geislingen,2.0,Württemberg,25 Pf,Verkehrsausgaben,I-,VA_0695.III_25Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61305/geislingen-stadt-25-pf-okt.-18-kn-60-001-75000-glanzdruck-figuren-dunkel?c=367,"Geislingen, Stadt, 25 Pf, Okt. 18, KN 60 001-75000, Glanzdruck, Figuren dunkel",NoDate
Geislingen,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0695.III_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61306/geislingen-stadt-50-pf-okt.-18-mattdruck-kn-60001-75000?c=367,"Geislingen, Stadt, 50 Pf, Okt. 18, Mattdruck, KN 60001-75000",NoDate
Geislingen,2.0,Württemberg,25 Pf,Verkehrsausgaben,I,VA_0695.IV_25Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61307/geislingen-stadt-25-pf-okt.-18-kn-ueber-75.000-glanzdruck?c=367,"Geislingen, Stadt, 25 Pf, Okt. 18, KN über 75.000 Glanzdruck",NoDate
Geislingen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0695.IV_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61308/geislingen-stadt-50-pf-okt.-18-kn-ueber-75.000-glanzdruck?c=367,"Geislingen, Stadt, 50 Pf, Okt. 18, KN über 75.000 Glanzdruck",NoDate
Geislingen,9.0,Württemberg,1 Pf,Verkehrsausgaben,I,VA_0696.b_1Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61315/geislingen-metallwarenfabrik-1-pf-od-31.12.19-kartonmarken?c=367,"Geislingen, Metallwarenfabrik, 1 Pf, oD-31.12.19, Kartonmarken",31.12.19
Geislingen,9.0,Württemberg,2 Pf,Verkehrsausgaben,I,VA_0696.b_2Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61316/geislingen-metallwarenfabrik-2-pf-od-31.12.19-kartonmarken?c=367,"Geislingen, Metallwarenfabrik, 2 Pf, oD-31.12.19, Kartonmarken",31.12.19
Göppingen,4.0,Württemberg,50 Pf,Verkehrsausgaben,I-,VA_0746_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61328/goeppingen-stadt-50-pf-1917?c=367,"Göppingen, Stadt, 50 Pf, 1917",NoDate
Heilbronn,20.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.aII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61339/heilbronn-stadtgemeinde-50-pf-1.12.17-wz-marmor-kn-schwarz?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17, Wz Marmor, KN schwarz",NoDate
Heilbronn,10.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61340/heilbronn-stadtgemeinde-50-pf-1.12.17-dickes-kartonartiges-pap-o.wz?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17, dickes kartonartiges Pap, o.Wz",NoDate
Heilbronn,6.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.cII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61342/heilbronn-stadtgemeinde-50-pf-1.12.17-kn-schwarz-4-5-mm-type-ii?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17, KN schwarz 4,5 mm Type II",NoDate
Heilbronn,5.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.cIII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61343/heilbronn-stadtgemeinde-50-pf-1.12.17-kn-blau-5-mm-pap.-duenn-o.wz?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17, KN blau 5 mm, Pap. dünn o.Wz",NoDate
Heilbronn,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.cIV_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61344/heilbronn-stadtgemeinde-50-pf-1.12.17-31.12.19-pap-duenn.-o.wz.-kn-rot-5-mm?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17-31.12.19, Pap dünn. o.Wz. KN rot 5 mm",31.12.19
Heilbronn,1.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.d_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61345/heilbronn-stadtgemeinde-50-pf-1.12.17-31.12.19-o.wz.-kn-rot?c=367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17-31.12.19, o.Wz. KN rot",31.12.19
Heilbronn,1.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0965.e_50Pf,https://www.gap-banknoten.de/detail/index/sArticle/130928/sCategory/367,"Heilbronn, Stadtgemeinde, 50 Pf, 1.12.17-31.12.19, o.Wz. KN rot",31.12.19
Horb,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1016.I_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61350/horb-amtskoerperschaft-50-pf-dez.-18-o.wz.-kn-schwarz?c=367,"Horb, Amtskörperschaft, 50 Pf, Dez. 18, o.Wz. KN schwarz",NoDate
Horb,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1016.II_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61351/horb-amtskoerperschaft-50-pf-dez.-18-o.wz.-kn-braun?c=367,"Horb, Amtskörperschaft, 50 Pf, Dez. 18, o.Wz. KN braun",NoDate
Kirchheim-Teck,8.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1101.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61352/kirchheim-teck-stadt-50-pf-15.6.17-wz-plastische-kette?c=367,"Kirchheim-Teck, Stadt, 50 Pf, 15.6.17, Wz plastische Kette",NoDate
Kirchheim-Teck,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1101.bI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61353/kirchheim-teck-stadt-50-pf-19.9.18-wz-plastische-kette-pap-grau-udr-gelbgruen?c=367,"Kirchheim-Teck, Stadt, 50 Pf, 19.9.18, Wz plastische Kette, Pap grau, Udr gelbgrün",NoDate
Kirchheim-Teck,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1101.bII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61354/kirchheim-teck-stadt-50-pf-19.9.18-wz-plastische-kette-pap-weiss-udr-gelb?c=367,"Kirchheim-Teck, Stadt, 50 Pf, 19.9.18, Wz plastische Kette, Pap weiß, Udr gelb",NoDate
Laupheim,6.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1207.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61361/laupheim-stadt-50-pf-15.5.17-o.wz?c=367,"Laupheim, Stadt, 50 Pf, 15.5.17, o.Wz",NoDate
Laupheim,3.0,Württemberg,5 Pf,Verkehrsausgaben,III,VA_1207.a_5Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61363/laupheim-stadt-5-pf-15.5.17-o.wz?c=367,"Laupheim, Stadt, 5 Pf, 15.5.17, o.Wz",NoDate
Laupheim,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1207.cI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61365/laupheim-stadt-50-pf-5.7.19-o.wz.-kn-ohne-raster-wappen-in-matten-farben?c=367,"Laupheim, Stadt, 50 Pf, 5.7.19, o.Wz. KN ohne Raster, Wappen in matten Farben",NoDate
Laupheim,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1207.cII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61366/laupheim-stadt-50-pf-5.7.19-o.wz.-kn-ohne-raster-wappen-in-kraeftigen-farben?c=367,"Laupheim, Stadt, 50 Pf, 5.7.19, o.Wz. KN ohne Raster, Wappen in kräftigen Farben",NoDate
Nürtingen,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1954.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61398/nuertingen-stadtgemeinde-50-pf-1.3.18-wz-wellen?c=367,"Nürtingen, Stadtgemeinde, 50 Pf, 1.3.18, Wz Wellen",NoDate
Nürtingen,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_1954.c_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61399/nuertingen-stadtgemeinde-50-pf-21.7.20-wz-wellen?c=367,"Nürtingen, Stadtgemeinde, 50 Pf, 21.7.20, Wz Wellen",NoDate
Oberndorf,2.0,Württemberg,50 Pf,Verkehrsausgaben,I-,VA_1968.I_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61402/oberndorf-stadt-50-pf-april-18-wz-stern-sechseckmuster-neudruck?c=367,"Oberndorf, Stadt, 50 Pf, April 18, Wz Stern-Sechseckmuster, Neudruck",NoDate
Rottenburg a. N.,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2227.cII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61416/rottenburg-a.-n.-stadt-50-pf-2.1.18-1.1.1921-wz-plastische-kette-grund-braunrot?c=367,"Rottenburg a. N., Stadt, 50 Pf, 2.1.18-1.1.1921, Wz plastische Kette, Grund braunrot",NoDate
Rottenburg a. N.,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2227.dA_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61417/rottenburg-a.-n.-stadt-50-pf-2.1.18-31.12.1921-wz-plastische-kette-udr-rot?c=367,"Rottenburg a. N., Stadt, 50 Pf, 2.1.18-31.12.1921, Wz plastische Kette, Udr rot",NoDate
Rottenburg a. N.,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2227.dB_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61418/rottenburg-a.-n.-stadt-50-pf-2.1.18-31.12.1921-wz-plastische-kette-udr-blau?c=367,"Rottenburg a. N., Stadt, 50 Pf, 2.1.18-31.12.1921, Wz plastische Kette, Udr blau",NoDate
Rottweil,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2229.II_50Pf,https://www.gap-banknoten.de/detail/index/sArticle/130929/sCategory/367,"Rottweil, Stadt, 50 Pf, Jan.16, Pap dick, Wz Wellen, KN 56000-87000",NoDate
Rottweil,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2229.IV_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61421/rottweil-stadt-50-pf-jan.18-pap-glatt-wz-sternenpost-kn-87.000-15.000?c=367,"Rottweil, Stadt, 50 Pf, Jan.18, Pap glatt, Wz Sternenpost, KN 87.000-15.000",NoDate
Rottweil,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2229.V_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61422/rottweil-stadt-50-pf-jan.18-pap-duenn-wz-wellen-kn-15.001-124.500?c=367,"Rottweil, Stadt, 50 Pf, Jan.18, Pap dünn, Wz Wellen, KN 15.001-124.500",NoDate
Saulgau,30.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2265.aI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61424/saulgau-stadtpflege-50-pf-15.2.18-mit-kn?c=367,"Saulgau, Stadtpflege, 50 Pf, 15.2.18, mit KN",NoDate
Saulgau,3.0,Württemberg,10 Pf,Verkehrsausgaben,I-,VA_2265.aII_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61425/saulgau-stadtpflege-10-pf-15.2.18-dfa.-carl-grueninger-klett..-stuttgart-ohne-kn?c=367,"Saulgau, Stadtpflege, 10 Pf, 15.2.18, Dfa. ""Carl Grüninger (Klett..), Stuttgart"" ohne KN",NoDate
Saulgau,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2265.aII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61426/saulgau-stadtpflege-50-pf-15.2.18-dfa.-carl-grueninger-klett..-stuttgart-ohne-kn?c=367,"Saulgau, Stadtpflege, 50 Pf, 15.2.18, ohne KN",NoDate
Saulgau,12.0,Württemberg,50 Pf,Verkehrsausgaben,I-,VA_2265.bI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61427/saulgau-stadtpflege-50-pf-15.2.18-dfa.-carl-grueninger-nachf.-stuttgart-kn?c=367,"Saulgau, Stadtpflege, 50 Pf, 15.2.18, Dfa. ""Carl Grüninger Nachf., Stuttgart"" № KN",NoDate
Saulgau,2.0,Württemberg,10 Pf,Verkehrsausgaben,I-,VA_2265.bII_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61428/saulgau-stadtpflege-10-pf-15.2.18-dfa.-carl-grueninger-nachf.-stuttgart-ohne-kn?c=367,"Saulgau, Stadtpflege, 10 Pf, 15.2.18, Dfa. ""Carl Grüninger Nachf., Stuttgart"" ohne KN",NoDate
Saulgau,2.0,Württemberg,50 Pf,Verkehrsausgaben,I-,VA_2265.bII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61429/saulgau-stadtpflege-50-pf-15.2.18-dfa.-carl-grueninger-nachf.-stuttgart-ohne-kn?c=367,"Saulgau, Stadtpflege, 50 Pf, 15.2.18, Dfa. ""Carl Grüninger Nachf., Stuttgart"" ohne KN",NoDate
Saulgau,3.0,Württemberg,10 Pf,Verkehrsausgaben,I-,VA_2265.c_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61430/saulgau-stadtpflege-10-pf-15.2.18-dfa.-carl-grueninger-nachf.-ernst-klett-stuttgart?c=367,"Saulgau, Stadtpflege, 10 Pf, 15.2.18, Dfa. ""Carl Grüninger Nachf. Ernst Klett, Stuttgart""",NoDate
Schorndorf,3.0,Württemberg,50 Pf,Verkehrsausgaben,I-,VA_2315.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61439/schorndorf-stadt-50-pf-od-kn-schwarz?c=367,"Schorndorf, Stadt, 50 Pf, oD, № KN schwarz",NoDate
Schramberg,15.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2316.aI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61441/schramberg-stadt-50-pf-7.9.17-dfa.-im-blockdruck-mit-punkt-am-ende?c=367,"Schramberg, Stadt, 50 Pf, 7.9.17, Dfa. im Blockdruck, mit Punkt am Ende",NoDate
Schramberg,6.0,Württemberg,50 Pf,Verkehrsausgaben,III-,VA_2316.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61442/schramberg-stadt-50-pf-7.9.17-dfa.-normaler-druck-entwertet?c=367,"Schramberg, Stadt, 50 Pf, 7.9.17, Dfa. Normaler Druck, entwertet",NoDate
Schwäbisch Gmünd,25.0,Württemberg,50 Pf,Verkehrsausgaben,III,VA_2324.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61455/schwaebisch-gmuend-oberamtsstadt-50-pf-1.10.17-wz.-wellen-dfa.-in-blockschrift?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 50 Pf, 1.10.17, Wz. Wellen, Dfa. in Blockschrift",NoDate
Schwäbisch Gmünd,25.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2324.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61456/schwaebisch-gmuend-oberamtsstadt-50-pf-1.3.18-wz-stern-sechseckmuster?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 50 Pf, 1.3.18, Wz Stern-Sechseckmuster",NoDate
Schwäbisch Gmünd,4.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2324.d_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61457/schwaebisch-gmuend-oberamtsstadt-50-pf-1.10.18-wz-wellen-wert-gelb?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 50 Pf, 1.10.18, Wz Wellen, Wert gelb",NoDate
Schwenningen,18.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2344.a_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61465/schwenningen-stadt-50-pf-10.12.17-wz-z-muster?c=367,"Schwenningen, Stadt, 50 Pf, 10.12.17, Wz Z-Muster",10.12.17
Schwenningen,7.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2344.c_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61466/schwenningen-stadt-50-pf-7.1.19-wz-z-muster-udr-hellgruen?c=367,"Schwenningen, Stadt, 50 Pf, 7.1.19, Wz Z-Muster, Udr hellgrün",NoDate
Sigmaringen,3.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2369.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61468/sigmaringen-stadt-50-pf-1.9.18-wz-sutter-muster?c=367,"Sigmaringen, Stadt, 50 Pf, 1.9.18, Wz Sutter-Muster",NoDate
Sigmaringen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2369.eI_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61470/sigmaringen-stadt-50-pf-1.8.20-wz-helle-kreuze-udr.-linien-zur-ecke?c=367,"Sigmaringen, Stadt, 50 Pf, 1.8.20, Wz helle Kreuze, Udr.-Linien zur Ecke",NoDate
Sigmaringen,2.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2369.eII_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61471/sigmaringen-stadt-50-pf-1.8.20-wz-helle-kreuze-udr.-linien-quer-zur-ecke?c=367,"Sigmaringen, Stadt, 50 Pf, 1.8.20, Wz helle Kreuze, Udr.-Linien quer zur Ecke",NoDate
Stuttgart,12.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2456.b_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61480/stuttgart-stadt-50-pf-od-spezial-wz.-ornament-unter-wz-schwarz?c=367,"Stuttgart, Stadt, 50 Pf, oD, Spezial-Wz. Ornament unter WZ schwarz",NoDate
Stuttgart,6.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_2456.c_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61481/stuttgart-stadt-50-pf-od-spezial-wz.-ornament-unter-wz-hell?c=367,"Stuttgart, Stadt, 50 Pf, oD, Spezial-Wz. Ornament unter WZ hell",NoDate
